driver_id,date,hours_driven,distance_km,overworked
790,2017-12-27,7,319,False
582,1980-08-17,9,317,False
193,1989-12-10,7,712,False
28,1986-05-10,11,399,True
854,1994-03-28,14,409,True
927,1982-03-23,11,221,True
273,2021-02-15,11,235,True
907,1982-07-04,4,473,False
60,2017-10-10,14,172,True
203,1975-03-10,4,788,False
368,1989-01-25,14,586,True
387,2021-02-25,13,671,True
615,1989-03-06,13,315,True
225,1997-07-18,4,393,False
205,1973-09-08,12,558,True
308,1996-02-29,9,81,False
128,2009-02-09,5,755,False
767,1982-08-01,12,598,True
482,1991-06-26,13,547,True
406,1977-07-12,5,190,False
68,1978-08-23,12,539,True
962,2006-12-01,6,211,False
481,2000-11-21,6,424,False
396,2010-01-07,9,602,False
674,2000-09-07,5,540,False
659,2013-05-05,7,538,False
708,2023-06-24,13,444,True
446,2019-12-30,11,587,True
791,1979-11-21,6,288,False
712,2007-03-09,11,337,True
545,1999-07-12,5,529,False
958,1973-06-01,4,173,False
355,1974-10-05,7,465,False
897,1995-04-17,9,270,False
869,1993-12-06,10,120,False
680,1977-05-26,7,202,False
802,2004-02-27,14,354,True
676,1990-08-06,8,521,False
702,2012-01-10,9,399,False
587,1989-01-28,9,541,False
856,1981-04-30,11,206,True
583,1995-11-08,11,610,True
577,2000-09-05,8,543,False
37,2007-07-09,8,678,False
802,1979-06-28,6,370,False
593,1992-04-13,14,262,True
611,2021-03-03,11,230,True
17,2004-10-08,14,424,True
274,1977-08-25,11,184,True
751,2005-07-24,4,277,False
652,1995-08-05,7,325,False
617,1995-01-03,7,612,False
341,1996-02-08,5,229,False
499,2001-04-26,13,517,True
389,2022-08-02,7,414,False
552,2018-11-08,7,398,False
393,1972-08-03,4,489,False
874,1977-09-22,12,669,True
462,1999-08-11,6,430,False
519,1977-06-17,8,250,False
318,1976-06-02,8,732,False
510,2006-04-01,12,279,True
74,1998-04-17,8,432,False
137,1974-11-14,14,399,True
598,2016-09-11,11,190,True
875,1998-09-23,14,121,True
600,2011-02-18,10,289,False
662,2009-03-02,5,120,False
74,2007-05-20,10,518,False
548,2007-05-01,4,244,False
759,2005-11-26,14,138,True
511,1970-01-12,5,161,False
741,1973-06-07,12,389,True
34,2005-04-20,7,160,False
164,1979-09-18,5,254,False
105,1990-08-14,7,408,False
278,2004-02-29,12,204,True
183,1983-09-08,13,182,True
746,1990-08-25,10,618,False
191,1991-03-25,13,486,True
243,1980-09-03,12,685,True
776,2011-02-08,8,138,False
940,1981-07-13,7,195,False
533,1995-04-14,14,614,True
431,2000-06-04,14,408,True
289,2012-04-07,14,570,True
249,1995-02-28,9,688,False
335,2007-12-27,11,778,True
151,1971-02-22,8,83,False
301,2005-10-17,5,372,False
422,2026-02-26,13,170,True
287,1993-04-26,12,454,True
262,2013-09-28,8,67,False
460,1974-03-27,13,318,True
783,2026-01-19,5,89,False
680,1981-03-15,11,251,True
124,1995-06-23,5,343,False
989,1978-02-26,13,776,True
137,2014-11-22,5,758,False
240,2023-05-24,5,247,False
78,2008-02-08,6,62,False
865,2019-04-01,7,77,False
159,2013-04-20,7,93,False
313,2015-04-16,5,709,False
733,2012-07-20,13,571,True
706,2011-06-30,5,539,False
327,2011-06-02,13,303,True
874,1978-02-08,7,676,False
473,2006-03-22,6,417,False
993,1991-10-23,8,423,False
205,2012-04-17,10,588,False
547,2019-03-26,14,721,True
481,1981-09-06,4,721,False
370,1994-05-10,11,334,True
494,2020-01-26,10,128,False
36,1995-08-22,12,468,True
65,1995-03-07,8,205,False
57,1972-02-16,13,381,True
709,2026-01-16,11,57,True
337,2023-08-13,13,149,True
199,2001-11-21,9,290,False
257,2020-04-19,10,363,False
903,1993-03-21,14,248,True
442,2019-04-04,11,190,True
423,2024-11-24,10,666,False
268,1989-08-27,11,214,True
186,1980-02-16,13,562,True
476,2019-02-26,8,132,False
413,2008-03-13,11,403,True
980,1985-09-07,5,534,False
112,2013-09-23,10,727,False
866,1972-10-01,5,425,False
248,1985-10-20,4,166,False
949,1978-02-04,13,412,True
187,1980-07-17,5,274,False
699,1995-03-13,14,639,True
766,1970-12-28,7,237,False
588,1971-07-21,10,216,False
81,1988-11-09,11,727,True
524,1996-05-07,12,535,True
286,2012-04-23,12,89,True
167,1981-01-10,9,369,False
301,1999-03-12,11,494,True
593,1973-08-22,9,548,False
881,2001-04-23,11,178,True
650,1983-02-23,5,336,False
657,1973-08-04,13,715,True
402,1998-07-09,13,642,True
490,1975-01-10,10,306,False
347,1972-04-20,14,444,True
637,1986-05-26,5,476,False
527,1979-10-18,11,549,True
40,1989-03-28,11,327,True
835,1982-09-01,7,522,False
560,1996-08-09,14,81,True
7,2020-12-08,4,508,False
823,1972-09-16,11,466,True
298,1993-03-31,11,757,True
712,1979-10-02,11,361,True
268,2012-06-27,12,224,True
928,1979-07-23,4,98,False
774,2003-06-27,14,668,True
24,2022-04-06,8,114,False
894,1995-02-26,13,689,True
858,2000-10-18,12,761,True
252,2010-09-17,6,682,False
176,2017-01-01,8,537,False
864,2015-05-22,7,664,False
2,1972-07-19,13,476,True
370,1973-04-17,4,577,False
745,2000-02-12,6,255,False
157,2006-09-25,12,384,True
425,2022-12-14,4,96,False
514,1979-12-07,9,231,False
840,2015-09-22,9,318,False
835,1983-12-25,5,254,False
334,2011-09-04,13,710,True
233,1987-02-01,4,294,False
244,1988-05-31,12,183,True
747,1993-02-15,12,404,True
469,2007-04-15,13,151,True
320,1986-08-17,9,581,False
204,1977-07-17,9,602,False
171,1991-12-03,12,425,True
555,1980-01-21,9,113,False
490,2015-01-02,9,623,False
383,2023-08-26,8,589,False
83,1982-01-17,11,312,True
986,2018-08-27,14,527,True
454,1981-08-05,7,391,False
302,1980-03-07,14,270,True
85,1998-03-13,11,195,True
226,1986-12-08,13,59,True
995,2025-11-21,10,490,False
509,2010-12-19,7,430,False
65,1974-01-28,11,303,True
131,1995-11-09,12,136,True
107,2007-06-22,7,118,False
577,2016-06-30,6,704,False
474,2004-05-11,6,166,False
242,1998-08-26,8,567,False
222,2006-02-16,5,390,False
386,2022-03-04,12,411,True
589,2003-07-07,12,589,True
84,2022-10-31,11,377,True
919,1980-04-20,5,356,False
293,2014-10-20,5,415,False
235,1992-11-13,9,798,False
731,2011-04-18,4,506,False
10,2007-01-06,13,209,True
951,2022-01-19,13,462,True
117,1995-02-28,12,648,True
505,2006-08-09,5,720,False
207,2026-01-02,13,132,True
717,1982-08-25,9,392,False
259,2009-09-21,4,767,False
277,2019-09-12,6,732,False
252,2000-02-03,4,371,False
168,2021-08-30,9,256,False
314,1994-02-01,12,197,True
61,2008-07-03,5,337,False
140,1994-12-04,14,787,True
492,2008-03-25,11,94,True
951,1986-09-11,9,93,False
469,1982-11-15,6,261,False
615,2002-07-06,7,94,False
280,2005-05-01,5,511,False
817,2009-06-25,13,742,True
810,1995-05-29,9,59,False
545,1976-08-30,7,547,False
33,1994-02-10,8,654,False
175,2012-10-18,7,184,False
483,1977-09-10,13,237,True
702,1983-11-06,11,797,True
399,2016-01-01,13,152,True
365,2002-07-10,4,440,False
8,2008-11-05,5,298,False
286,2024-06-30,8,333,False
447,2018-04-12,6,281,False
742,2004-09-28,14,246,True
176,2025-11-03,14,185,True
895,2020-12-08,8,478,False
923,2002-11-27,7,255,False
848,1996-06-27,4,178,False
808,1991-02-05,14,506,True
116,1981-08-02,12,559,True
74,2008-06-17,14,783,True
592,1985-05-27,4,683,False
577,1977-10-12,6,50,False
828,2023-12-15,4,230,False
959,2012-07-12,6,779,False
930,1997-12-02,14,273,True
774,2012-10-16,10,348,False
439,1981-04-30,10,691,False
682,2008-12-11,5,349,False
728,1989-02-07,11,180,True
778,1980-05-26,8,80,False
492,2005-12-23,12,321,True
792,2019-03-05,4,644,False
371,1970-09-13,11,256,True
114,1987-01-11,13,784,True
484,1985-01-10,9,796,False
699,1974-07-01,13,690,True
109,1992-09-04,6,773,False
185,1990-07-02,12,346,True
465,2002-11-29,7,658,False
45,2004-10-10,13,633,True
417,1986-06-15,14,244,True
658,1970-09-05,11,475,True
400,1977-08-05,4,706,False
449,1986-07-11,9,610,False
64,2026-01-14,14,435,True
966,2004-02-10,13,134,True
893,2012-02-20,7,188,False
196,2017-10-09,4,446,False
285,1990-10-12,12,296,True
827,2024-11-29,10,564,False
491,2023-11-24,12,242,True
717,2000-12-01,12,338,True
311,2020-04-17,7,720,False
824,2018-06-03,13,205,True
611,1992-01-11,11,151,True
589,1999-07-23,10,380,False
224,2008-05-23,12,98,True
176,2003-01-12,10,774,False
845,1984-05-21,10,515,False
532,2022-12-07,13,431,True
532,1981-07-01,13,200,True
678,2003-09-17,4,417,False
780,1976-07-02,12,756,True
845,1982-11-18,12,191,True
803,2025-04-10,5,644,False
171,1972-01-05,8,540,False
261,1993-07-06,14,415,True
371,1975-01-15,7,724,False
42,2018-03-16,12,766,True
802,1985-05-18,14,449,True
204,2008-08-04,8,408,False
368,1991-02-16,14,114,True
968,2003-06-16,9,678,False
110,1971-06-16,5,57,False
494,1982-07-27,8,347,False
954,2011-08-04,14,483,True
920,2024-02-02,12,446,True
931,1981-05-09,7,498,False
871,1976-05-26,9,218,False
281,2018-04-05,8,273,False
348,2022-03-25,7,255,False
71,2000-10-20,11,748,True
934,2006-01-28,14,191,True
390,1974-05-16,9,538,False
576,1977-06-23,6,321,False
309,1980-06-26,9,438,False
996,1978-03-14,8,373,False
951,1982-05-18,5,334,False
649,1997-10-25,6,388,False
23,2016-08-24,5,74,False
500,1971-10-20,8,312,False
10,1996-12-09,4,235,False
818,1992-06-08,6,444,False
782,1994-04-03,5,556,False
62,2001-10-18,14,679,True
291,1983-03-26,10,610,False
474,1970-01-22,8,587,False
351,2025-05-26,13,742,True
848,2025-10-17,11,330,True
873,2021-05-29,9,162,False
380,1974-12-28,13,74,True
794,1976-12-21,14,106,True
582,2009-11-09,6,798,False
885,1978-05-14,6,146,False
546,1990-03-26,4,741,False
437,2004-03-16,10,330,False
434,2003-04-28,4,400,False
952,2015-05-17,5,509,False
271,2003-07-31,5,331,False
662,2009-01-04,14,408,True
877,1978-05-10,6,208,False
522,2026-02-19,9,689,False
860,2021-06-11,5,209,False
231,2016-03-04,6,87,False
352,2005-02-04,11,352,True
423,1980-11-10,5,57,False
875,2017-09-26,7,234,False
762,1991-09-21,4,488,False
104,2021-05-12,13,698,True
141,1992-05-10,7,344,False
127,2007-01-16,12,343,True
925,1987-03-01,10,282,False
547,1990-06-26,6,670,False
633,1976-01-06,14,768,True
800,1979-05-30,5,729,False
654,2024-06-16,10,628,False
93,1986-03-02,7,346,False
179,2013-06-23,10,91,False
920,1981-02-23,14,513,True
171,1972-07-24,13,768,True
485,1974-05-31,8,629,False
616,1997-07-22,6,493,False
658,1999-09-24,5,756,False
126,2000-06-27,9,438,False
423,2011-11-29,14,416,True
561,2000-11-08,8,586,False
181,1985-12-03,7,783,False
387,1984-08-19,10,794,False
46,2009-01-26,8,561,False
94,2010-06-07,8,493,False
984,1984-01-23,8,646,False
629,1980-04-20,4,238,False
918,2020-02-15,14,351,True
859,2011-09-30,13,379,True
19,2005-06-08,5,347,False
688,1996-07-20,13,137,True
706,1993-12-13,12,535,True
312,1995-09-19,14,99,True
327,1999-04-08,12,703,True
550,2009-02-03,7,176,False
103,2009-10-28,11,659,True
473,1984-07-06,14,252,True
550,2000-07-23,9,330,False
345,2014-02-06,10,782,False
400,2004-04-13,12,746,True
811,2011-10-14,4,604,False
134,1998-11-28,14,596,True
703,1991-09-26,8,602,False
989,1979-10-21,7,171,False
122,1998-11-26,13,470,True
235,1989-12-02,14,335,True
547,2026-04-26,6,275,False
525,1984-03-03,13,786,True
334,1999-05-26,9,97,False
473,1991-09-25,14,604,True
975,2002-05-04,4,399,False
313,2010-09-01,7,403,False
513,1980-07-07,12,446,True
517,1992-06-13,13,427,True
491,1982-01-01,10,434,False
370,2005-10-23,9,230,False
532,1996-04-21,4,764,False
825,2007-09-15,5,725,False
435,2017-05-09,7,603,False
785,2019-04-11,8,598,False
130,1980-08-20,9,686,False
551,1990-08-18,14,548,True
913,2015-06-13,11,176,True
551,2006-02-24,4,571,False
24,1991-06-16,8,174,False
435,2002-08-06,4,524,False
639,1980-10-13,14,262,True
336,1973-02-02,6,169,False
543,1985-01-22,9,481,False
309,2014-09-13,11,447,True
122,2017-03-04,11,436,True
877,1974-11-18,14,654,True
309,1996-08-26,7,381,False
575,2008-08-08,8,501,False
498,1973-10-14,4,413,False
999,1995-10-04,9,706,False
832,1989-07-03,13,407,True
276,2009-11-09,14,423,True
266,2005-10-09,12,637,True
765,2012-04-15,7,87,False
543,2024-05-29,11,286,True
277,1987-08-27,13,590,True
1000,1981-10-15,13,491,True
799,1981-10-21,14,59,True
765,2024-11-07,11,500,True
897,2018-09-28,8,246,False
263,1985-09-03,8,631,False
730,2000-06-30,8,688,False
470,2001-10-01,12,437,True
331,2000-01-17,9,533,False
264,2022-07-28,10,755,False
569,2021-05-27,12,423,True
539,2005-09-05,5,80,False
783,2019-10-26,7,740,False
273,1989-08-30,10,152,False
854,1998-12-14,8,243,False
570,2016-05-04,4,487,False
354,2000-11-24,12,762,True
768,1997-02-07,9,516,False
844,2014-09-02,8,349,False
431,1987-06-15,11,752,True
570,1998-03-31,11,102,True
831,2001-09-16,7,311,False
256,1982-06-14,7,791,False
422,1990-08-03,12,191,True
858,1993-08-14,11,694,True
286,2018-08-22,10,61,False
917,2010-01-15,6,746,False
819,1992-06-02,13,255,True
402,1981-11-07,6,275,False
883,2013-04-15,10,502,False
301,2018-08-14,5,186,False
373,2008-09-05,6,288,False
698,1983-03-23,4,278,False
403,1992-12-22,4,263,False
133,1997-09-05,12,469,True
661,1998-06-03,11,531,True
116,1973-06-06,5,150,False
166,1983-08-26,11,560,True
995,1979-08-15,10,131,False
226,2008-02-16,5,578,False
728,1978-08-21,12,317,True
976,2009-04-08,12,562,True
441,2011-01-29,7,85,False
475,2014-01-24,10,473,False
13,1994-06-14,9,456,False
534,2019-12-05,4,151,False
917,2008-11-14,10,56,False
790,2019-08-24,13,530,True
810,1975-06-15,8,113,False
773,1987-07-22,9,522,False
863,1985-08-10,5,783,False
80,1995-12-29,6,623,False
724,1991-01-24,12,773,True
409,1970-09-06,7,633,False
5,2002-07-06,9,231,False
426,1972-10-16,10,164,False
251,2021-02-18,4,421,False
512,2008-07-31,9,257,False
31,1977-07-28,10,595,False
326,1997-03-27,10,572,False
419,2008-01-27,14,605,True
46,2004-10-26,6,648,False
5,1996-07-17,8,133,False
823,1990-12-03,10,779,False
397,2021-03-14,8,630,False
440,2013-09-26,6,678,False
666,2021-05-18,8,621,False
814,2015-03-06,14,682,True
350,2006-06-21,6,367,False
183,1974-05-21,5,90,False
176,1992-04-07,7,321,False
167,1981-03-04,14,775,True
900,1976-01-22,6,391,False
241,1978-09-10,12,648,True
360,2023-07-22,14,315,True
442,2020-11-24,12,237,True
518,1993-12-27,10,603,False
648,2015-07-07,12,476,True
426,2021-09-09,5,237,False
738,1999-07-19,4,573,False
932,2002-02-10,5,635,False
377,2014-01-13,11,593,True
444,2021-12-31,8,160,False
204,2003-03-29,6,169,False
95,2008-04-10,14,582,True
434,2022-12-09,12,556,True
751,2006-06-23,11,300,True
236,1973-03-19,5,466,False
653,2000-08-19,11,225,True
927,1980-12-24,4,356,False
780,1976-07-31,5,534,False
469,2017-10-23,13,723,True
402,2011-02-27,4,144,False
206,2000-07-03,12,61,True
429,2014-10-22,12,418,True
380,1971-08-09,4,271,False
436,2007-01-16,12,349,True
464,1972-01-14,9,454,False
392,2014-09-26,5,730,False
229,1977-10-22,10,153,False
952,1972-12-25,8,275,False
443,1976-09-04,4,470,False
893,2020-11-26,10,588,False
610,2026-04-19,11,149,True
789,2025-11-25,14,796,True
641,1970-05-28,8,527,False
727,2000-04-06,12,63,True
63,2001-12-09,14,155,True
514,1981-05-03,11,514,True
167,1990-09-27,12,301,True
311,1974-08-19,12,441,True
167,1980-05-28,14,419,True
691,2011-04-07,13,79,True
56,1976-04-14,10,353,False
436,1988-04-07,10,572,False
737,1976-01-31,6,528,False
9,1987-11-22,12,430,True
837,1990-11-07,8,280,False
322,1983-08-05,6,154,False
531,1982-02-03,11,281,True
584,2026-06-10,8,78,False
978,2004-12-11,7,623,False
450,2002-12-25,12,434,True
235,2002-06-21,6,269,False
531,1975-08-19,10,109,False
901,2001-04-09,12,784,True
776,2007-05-01,7,590,False
938,1980-05-23,6,486,False
111,1993-09-10,10,530,False
784,2018-01-29,4,208,False
224,2021-12-27,6,669,False
803,2020-08-18,13,578,True
552,2023-10-10,9,491,False
544,1981-09-19,10,773,False
476,1992-02-05,4,535,False
901,1981-07-09,13,617,True
314,2008-06-04,14,565,True
791,1997-03-03,12,790,True
773,1972-04-19,8,379,False
869,2005-01-04,11,275,True
875,2011-02-02,7,372,False
341,2018-10-29,13,393,True
92,1976-03-18,6,137,False
126,1975-04-25,4,411,False
626,1999-01-01,9,660,False
549,1990-09-03,9,599,False
716,2008-10-11,4,425,False
159,1999-01-10,9,736,False
767,2007-08-18,5,675,False
186,1990-01-16,9,497,False
477,1991-08-15,8,579,False
230,1986-06-21,13,503,True
379,1973-04-06,6,497,False
84,1985-12-14,9,717,False
321,2007-02-10,4,669,False
277,1970-02-03,10,675,False
495,2014-03-21,9,567,False
814,1984-12-08,8,556,False
876,1971-06-27,7,125,False
312,1977-08-24,8,401,False
388,2022-03-14,7,180,False
84,2017-06-12,12,500,True
815,2025-09-14,14,114,True
930,2018-04-25,4,703,False
439,1989-07-22,12,130,True
63,1970-05-24,9,295,False
36,1994-04-26,13,293,True
965,2009-02-26,13,347,True
845,1972-11-09,14,128,True
667,1971-10-17,9,751,False
294,2003-01-25,14,730,True
529,1985-10-14,12,311,True
980,1983-12-07,12,521,True
190,2023-11-16,13,689,True
702,2018-10-01,10,373,False
897,1982-12-28,4,97,False
978,1972-12-04,14,310,True
187,1983-05-27,14,171,True
610,2006-03-09,8,206,False
381,1999-04-25,11,329,True
402,2019-11-01,13,371,True
171,2006-09-20,5,529,False
589,1990-05-19,6,120,False
463,1984-03-15,14,308,True
738,1976-12-28,7,179,False
193,2021-11-02,11,799,True
919,2013-11-04,11,797,True
207,2022-10-12,11,329,True
691,1992-04-16,8,685,False
580,1973-06-03,9,668,False
357,2015-01-23,9,196,False
945,2009-04-24,6,755,False
91,1977-08-14,14,425,True
475,2016-09-11,13,679,True
691,1983-07-27,13,157,True
945,1991-07-03,13,352,True
442,2026-02-11,8,443,False
111,1999-05-15,8,734,False
239,1994-11-21,4,773,False
539,2001-09-11,10,247,False
835,2015-08-03,10,443,False
901,2011-12-31,8,243,False
297,2023-11-27,14,350,True
431,2003-12-09,14,348,True
214,1993-01-08,5,283,False
70,1992-01-02,4,621,False
682,1983-01-02,8,765,False
466,1983-01-08,9,79,False
511,1975-02-04,5,151,False
537,2003-09-03,10,81,False
362,1993-07-20,14,132,True
307,1995-02-10,6,296,False
621,1974-01-12,4,294,False
364,2005-05-28,14,297,True
168,1995-01-13,11,121,True
849,2015-09-17,13,758,True
212,2006-02-09,4,600,False
20,1978-07-08,6,456,False
250,1976-03-03,5,224,False
763,1995-09-01,14,117,True
846,1996-05-25,13,359,True
529,2024-12-08,11,699,True
13,2018-07-29,7,95,False
979,2007-10-30,11,136,True
479,1982-04-25,5,87,False
585,2000-10-25,6,264,False
428,1998-05-02,8,69,False
915,2023-08-23,10,769,False
448,2012-06-22,9,617,False
168,2026-02-05,6,199,False
985,1979-07-21,8,373,False
814,1994-04-02,10,208,False
223,2013-03-23,12,475,True
496,1974-11-08,4,610,False
910,2023-01-26,14,420,True
180,1983-01-13,14,261,True
639,1980-08-06,9,115,False
659,2014-04-30,8,366,False
230,2024-05-12,6,101,False
234,2004-05-26,13,122,True
376,1985-02-03,14,720,True
342,1977-10-22,12,183,True
625,2014-03-05,6,214,False
180,1990-11-29,4,675,False
943,1995-11-16,14,747,True
22,2017-08-26,9,275,False
26,2020-08-23,10,157,False
360,1971-11-04,4,303,False
151,2001-09-21,13,223,True
555,1984-05-03,11,596,True
888,1988-07-09,4,677,False
913,1974-04-13,10,677,False
832,2018-06-22,10,300,False
555,2001-02-17,6,686,False
132,1972-04-29,12,386,True
818,2010-01-20,4,498,False
160,1978-03-28,11,235,True
921,1998-02-17,14,752,True
458,1994-05-17,11,546,True
893,2008-11-04,4,118,False
251,2001-12-25,4,52,False
457,2003-01-26,5,707,False
129,1991-08-31,8,52,False
330,2018-09-23,4,695,False
769,2007-10-01,7,681,False
170,2012-10-29,5,133,False
162,1978-02-15,9,707,False
13,2014-12-13,12,452,True
412,2006-01-29,11,748,True
326,2022-04-07,13,370,True
770,2025-08-25,9,169,False
974,2001-02-13,9,258,False
